Gen;Location;Block;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Sedimentation;Falling_number;Crude_protein
BRISONr_197;QLB;B2;64.00;48.24;310.64;1122.16;38.01;34.30;816.00;64.00;210.00;16.47
BRISONr_198;QLB;B2;84.00;47.06;395.76;1299.28;31.62;31.93;612.00;42.00;62.00;16.10
BRISONr_199;QLB;B2;63.00;46.65;268.00;904.64;25.54;22.77;720.00;59.00;192.00;15.69
BRISONr_200;QLB;B2;92.00;46.74;372.48;1021.36;29.15;28.77;708.00;57.00;373.00;15.81
BRISONr_201;QLB;B2;77.00;42.87;334.96;1263.76;26.89;24.63;740.00;38.00;157.00;17.00
BRISONr_202;QLB;B2;83.00;51.03;330.00;887.84;29.24;32.03;712.00;56.00;98.00;16.21
BRISONr_203;QLB;B2;87.00;43.67;299.12;906.48;31.50;26.37;700.00;60.00;222.00;15.33
BRISONr_204;QLB;B2;75.00;53.19;277.28;925.84;28.44;25.73;660.00;51.00;387.00;16.61
BRISONr_205;QLB;B2;88.00;44.10;289.20;1093.44;24.99;20.40;804.00;49.00;153.00;15.77
BRISONr_206;QLB;B2;80.00;54.09;479.12;1416.56;29.70;28.40;;52.00;245.00;13.88
BRISONr_207;QLB;B2;76.00;46.26;331.68;1165.76;29.54;27.57;660.00;59.00;396.00;15.90
BRISONr_208;QLB;B2;93.00;51.29;316.72;1027.44;31.05;29.90;700.00;59.00;315.00;17.35
BRISONr_209;QLB;B2;81.00;45.97;394.80;1219.84;25.54;28.10;496.00;59.00;480.00;15.25
BRISONr_210;QLB;B2;90.00;56.58;414.56;1350.72;39.71;41.27;740.00;65.00;131.00;16.25
BRISONr_211;QLB;B2;86.00;46.72;264.00;959.60;25.69;24.33;704.00;57.00;185.00;15.99
BRISONr_212;QLB;B2;99.00;50.77;289.68;934.64;27.49;25.20;872.00;47.00;453.00;16.89
BRISONr_213;QLB;B2;90.00;45.42;280.80;1026.40;33.43;30.77;764.00;55.00;287.00;16.84
BRISONr_214;QLB;B2;77.00;47.74;367.04;1172.40;28.01;28.70;744.00;53.00;214.00;16.91
BRISONr_215;QLB;B2;93.00;57.40;404.48;1328.08;27.58;27.93;768.00;44.00;315.00;15.91
BRISONr_216;QLB;B2;88.00;45.65;274.64;910.72;25.46;28.50;740.00;46.00;111.00;15.68
BRISONr_217;QLB;B2;69.00;54.95;360.80;1146.96;25.71;24.57;772.00;47.00;220.00;15.80
BRISONr_218;QLB;B2;66.00;51.67;314.24;1014.48;25.65;26.23;736.00;51.00;227.00;15.31
BRISONr_219;QLB;B2;88.00;40.87;269.36;1086.32;24.77;20.80;756.00;63.00;114.00;18.04
BRISONr_220;QLB;B2;83.00;43.07;330.88;1117.20;33.11;31.07;700.00;37.00;142.00;15.17
